93,    1.3203,  4.6491,   1.63
94,    1.4308,  4.8528,   1.96
95,    1.4600,  4.8566,   1.62
96,    1.4712,  4.8100,   1.72
97,    1.5364,  4.9968,   1.99
98,    1.4006,  4.2967,   1.83
99,    1.4149,  4.4681,   2.48
100,   1.4130,  4.4403,   1.80
101,   1.5939,  4.8082,   1.76
102,   1.7728,  4.7590,   2.67
103,   1.7590,  4.8595,   2.15
104,   1.7276,  4.6131,   3.38
105,   1.6823,  4.3510,   1.72
106,   1.7064,  4.4069,   1.80
107,   1.6301,  4.4148,   3.78
108,   1.6250,  4.4620,   2.84
109,   1.5998,  4.5483,   1.91
110,   1.5002,  4.2003,   2.83
111,   1.4878,  4.1355,   1.95
112,   1.3353,  3.6297,   2.08
113,   1.3552,  3.7846,   1.00
114,   1.2377,  3.1315,   4.42
115,   1.2285,  3.0795,   2.32
116,   1.1638,  3.1525,   2.03
117,   1.2330,  3.3920,   1.99
118,   1.1563,  3.2499,   1.97
119,   1.1248,  3.1608,   2.08
120,   1.1171,  2.8654,   2.28
121,   0.9703,  2.7955,   2.13
122,   0.8807,  2.5857,   1.97
123,   0.9123,  2.8301,   2.14
124,   0.8965,  2.4969,   2.25
125,   0.8601,  2.5736,   2.15
126,   0.8458,  2.5662,   1.95
127,   0.8498,  2.5972,   2.64
128,   0.8861,  2.6653,   3.37
129,   0.8512,  2.3317,   2.32
130,   0.8842,  2.6705,   2.88
131,   0.8774,  2.6981,   3.56
132,   0.9530,  2.8876,   2.26
133,   0.9506,  2.9604,   15.51
134,   1.0163,  3.0088,   1.59
135,   0.9280,  3.0844,   2.35
136,   0.9642,  3.2185,   2.50
137,   0.9986,  3.3235,   2.69
138,   1.0439,  3.5323,   2.39
139,   1.0031,  3.3590,   3.72
140,   0.9912,  3.3654,   2.73
141,   1.0421,  3.6750,   2.52
142,   1.1639,  4.0453,   2.77
143,   1.0692,  3.7334,   2.63
144,   1.0818,  3.7248,   4.90
145,   1.0716,  3.5906,   2.74
146,   1.0560,  3.5961,   6.82
147,   1.1746,  4.1828,   17.78
148,   1.1850,  4.1683,   5.90
149,   1.2005,  4.2391,   2.65
150,   1.1346,  3.9586,   2.76
151,   1.1532,  4.0330,   2.85
152,   1.2096,  4.2130,   3.03
153,   1.1849,  4.0971,   3.10
154,   1.2200,  4.2496,   3.35
155,   1.1846,  4.3702,   2.88
156,   1.2025,  4.4311,   2.95
157,   1.2658,  4.3491,   3.01
158,   1.2288,  4.0803,   3.03
159,   1.2537,  4.1673,   2.98
160,   1.3476,  4.2401,   2.93
161,   1.3103,  4.0413,   6.22
162,   1.3053,  4.0914,   3.05
163,   1.3136,  4.1691,   2.92
164,   1.3125,  4.1467,   3.94
165,   1.3210,  4.4289,   3.20
166,   1.2966,  4.2446,   3.11
167,   1.3181,  4.3557,   3.05
168,   1.3600,  4.5893,   3.02
169,   1.3726,  4.7569,   3.02
170,   1.4005,  4.7855,   3.98
171,   1.4193,  4.7337,   3.81
172,   1.3866,  4.6137,   3.35
173,   1.3480,  4.4429,   3.67
174,   1.3306,  4.4925,   3.35
175,   1.3335,  4.5091,   3.26
176,   1.3918,  4.6223,   10.36
177,   1.3476,  4.5313,   28.43
178,   1.3123,  4.3305,   5.29
179,   1.2970,  4.0684,   3.41
180,   1.2412,  4.0325,   3.47
181,   1.2450,  3.9590,   7.40
182,   1.2399,  3.7892,   5.44
183,   1.2175,  3.6238,   3.06
184,   1.2108,  3.6709,   3.25
185,   1.1856,  3.7462,   5.50
186,   1.2457,  3.9362,   3.65
187,   1.2536,  3.9981,   3.80
188,   1.2424,  3.9775,   3.42
189,   1.1874,  3.8541,   3.51
190,   1.1883,  3.9570,   7.24
191,   1.1938,  3.9005,   3.37
192,   1.1903,  3.8713,   3.58
193,   1.1709,  3.7830,   3.80
194,   1.1645,  3.6930,   3.76
195,   1.1525,  3.6964,   3.68
196,   1.1059,  3.6635,   3.59
197,   1.0723,  3.5852,   4.12
198,   1.0630,  3.5354,   3.90
199,   1.0985,  3.6490,   3.93
200,   1.1042,  3.5873,   3.81
201,   1.0878,  3.5132,   4.23
202,   1.1100,  3.5427,   5.37
203,   1.1030,  3.5737,   3.96
204,   1.1172,  3.6534,   7.75
205,   1.1107,  3.6890,   5.64
206,   1.0561,  3.4647,   4.33
207,   1.0582,  3.3916,   4.19
208,   1.0763,  3.4760,   3.90
209,   1.0638,  3.3175,   4.73
210,   1.0452,  3.3574,   5.48
211,   0.9702,  3.1092,   3.99
212,   0.9744,  3.1496,   3.97
213,   0.9623,  3.1721,   4.38
214,   0.9232,  2.9937,   4.83
215,   0.9242,  2.9430,   5.65
216,   0.9486,  3.1533,   4.23
217,   0.9535,  3.1295,   3.91
218,   0.9040,  2.9605,   4.25
219,   0.9812,  3.3156,   4.13
220,   1.0018,  3.3894,   13.98
221,   0.9920,  3.3240,   4.03
222,   1.0010,  3.3542,   5.10
223,   1.0067,  3.3561,   7.12
224,   0.9309,  3.0716,   4.26
225,   0.8981,  3.0410,   5.78
226,   0.8999,  3.0795,   4.65
227,   0.8616,  3.0574,   5.31
228,   0.9025,  3.1045,   5.76
229,   0.8738,  2.9441,   4.29
230,   0.8473,  2.8161,   4.82
231,   0.8847,  2.9557,   4.13
232,   0.8499,  2.7658,   6.77
233,   0.8446,  2.7400,   8.82
234,   0.8381,  2.7104,   4.40
235,   0.9064,  3.0201,   4.54
236,   0.8263,  2.6403,   6.37
237,   0.8288,  2.6099,   25.52
238,   0.7930,  2.6506,   9.06
239,   0.7597,  2.5272,   4.76
240,   0.7744,  2.5614,   6.07
241,   0.8539,  2.9940,   5.03
242,   0.7621,  2.5465,   11.22
243,   0.7924,  2.6725,   4.76
244,   0.8006,  2.6325,   4.87
245,   0.7622,  2.5504,   10.59
246,   0.7629,  2.5719,   6.20
247,   0.7499,  2.6088,   4.63
248,   0.7288,  2.5126,   4.97
249,   0.7260,  2.5217,   6.26
250,   0.7543,  2.6166,   4.71
251,   0.8062,  2.7350,   11.58
252,   0.8049,  2.7604,   6.45
253,   0.8076,  2.7419,   5.84
254,   0.8078,  2.7432,   5.03
255,   0.7917,  2.6937,   5.94
256,   0.7850,  2.6976,   6.57
257,   0.7620,  2.6680,   5.28
258,   0.8085,  2.8087,   5.04
259,   0.8333,  2.7167,   5.45
260,   0.8410,  2.7182,   5.26
261,   0.8547,  2.7640,   7.08
262,   0.8098,  2.7517,   5.29
263,   0.8601,  2.9590,   5.06
264,   0.8844,  3.0676,   4.96
265,   0.9225,  3.1292,   5.15
266,   0.9035,  2.9568,   5.97
267,   0.8823,  2.9077,   8.23
268,   0.8791,  2.9240,   5.06
269,   0.7661,  2.5890,   5.24
270,   0.7626,  2.5101,   6.18
271,   0.7788,  2.5894,   5.32
272,   0.7632,  2.5913,   4.87
273,   0.8318,  2.7253,   7.62
274,   0.8371,  2.8223,   5.58
275,   0.8202,  2.7238,   4.63
276,   0.8247,  2.7227,   5.34
277,   0.8031,  2.6020,   6.02
278,   0.7955,  2.6095,   35.39
279,   0.7777,  2.4949,   6.19
280,   0.7965,  2.6128,   9.75
281,   0.8028,  2.6664,   7.84
282,   0.8051,  2.6797,   5.86
283,   0.8157,  2.7576,   5.45
284,   0.8318,  2.8447,   5.51
285,   0.8379,  2.8322,   5.34
286,   0.8266,  2.7694,   5.33
287,   0.8504,  2.8231,   5.50
288,   0.8675,  2.7849,   6.01
289,   0.8778,  2.7836,   6.17
290,   0.8765,  2.7838,   8.98
291,   0.8796,  2.7134,   7.15
292,   0.8525,  2.5534,   18.88
293,   0.8393,  2.5292,   6.86
294,   0.8588,  2.6609,   6.87
295,   0.8771,  2.7083,   6.89
296,   0.8797,  2.7924,   6.80
297,   0.8741,  2.7173,   7.55
298,   0.8631,  2.7087,   8.91
299,   0.8876,  2.7598,   7.58
300,   0.9066,  2.7356,   10.87
301,   0.9230,  2.7998,   9.51
302,   0.8667,  2.6325,   9.88
303,   0.8590,  2.6329,   8.73
304,   0.8655,  2.6283,   7.84
305,   0.8476,  2.5655,   16.40
306,   0.8331,  2.5511,   28.03
307,   0.8355,  2.5339,   7.67
308,   0.8213,  2.4872,   18.04
309,   0.7691,  2.3768,   7.72
310,   0.7413,  2.2233,   10.15
311,   0.7291,  2.1891,   16.01
312,   0.6809,  2.1164,   7.54
313,   0.6597,  2.0381,   9.48
314,   0.6675,  1.9983,   8.55
315,   0.5918,  1.7586,   12.34
316,   0.5770,  1.7345,   9.48
317,   0.6343,  1.8734,   8.94
318,   0.6218,  1.7658,   9.73
319,   0.6001,  1.7879,   10.86
320,   0.6072,  1.7757,   8.76
321,   0.5962,  1.8573,   7.73
322,   0.6219,  1.9369,   14.72
323,   0.6319,  1.9971,   9.17
324,   0.6222,  2.0028,   8.58
325,   0.5895,  1.9536,   7.56
326,   0.5858,  1.9280,   8.46
327,   0.5775,  1.9182,   8.37
328,   0.6268,  2.2069,   7.75
329,   0.6480,  2.1853,   8.69
330,   0.6288,  2.1667,   9.97
331,   0.6251,  2.1740,   7.80
332,   0.7021,  2.3723,   8.54
333,   0.6737,  2.3001,   19.62
334,   0.6482,  2.2361,   7.93
335,   0.6567,  2.2933,   9.28
336,   0.6721,  2.3483,   17.77
337,   0.6760,  2.3718,   8.45
338,   0.6711,  2.3026,   7.56
339,   0.6499,  2.3018,   8.49
340,   0.6510,  2.1570,   7.75
341,   0.6573,  2.1532,   8.20
342,   0.6837,  2.1920,   11.42
343,   0.6892,  2.2126,   9.00
344,   0.6968,  2.2202,   10.05
345,   0.6681,  2.1374,   8.68
346,   0.7112,  2.3202,   7.75
347,   0.7019,  2.2723,   16.28
348,   0.7077,  2.3108,   8.56
349,   0.6709,  2.1316,   7.78
350,   0.6754,  2.1452,   7.97
351,   0.6608,  2.0247,   9.38
352,   0.6415,  1.8782,   7.57
353,   0.6318,  1.8673,   11.50
354,   0.6392,  1.8963,   8.19
355,   0.6130,  1.8346,   6.93
356,   0.6203,  1.7831,   7.34
357,   0.6243,  1.7863,   8.00
358,   0.6090,  1.7278,   8.10
359,   0.6025,  1.7120,   10.38
360,   0.5631,  1.7041,   29.03
361,   0.5566,  1.6838,   9.67
362,   0.5377,  1.6158,   9.80
363,   0.5478,  1.6348,   7.46
364,   0.4883,  1.4755,   39.70
365,   0.4850,  1.4535,   43.48
366,   0.4929,  1.5207,   7.15
367,   0.5036,  1.5094,   7.56
368,   0.5013,  1.5366,   7.80
369,   0.5104,  1.5097,   10.09
370,   0.5179,  1.4859,   8.14
371,   0.5331,  1.5990,   11.51
372,   0.5243,  1.6111,   7.93
373,   0.5460,  1.6821,   14.59
374,   0.5249,  1.6024,   8.62
375,   0.5215,  1.5515,   9.36
376,   0.5283,  1.6024,   9.06
377,   0.5176,  1.5899,   8.93
378,   0.5332,  1.6461,   8.06
379,   0.5322,  1.6549,   38.13
380,   0.5260,  1.5538,   11.60
381,   0.5161,  1.6324,   8.17
382,   0.4810,  1.5862,   10.14
383,   0.4793,  1.5334,   12.88
384,   0.4571,  1.5084,   8.32
385,   0.4221,  1.5000,   8.20
386,   0.4472,  1.6454,   8.31
387,   0.4201,  1.5394,   12.11
388,   0.4359,  1.6140,   8.47
389,   0.4499,  1.6582,   12.16
390,   0.4330,  1.5881,   9.06
391,   0.4108,  1.4696,   9.30
392,   0.3992,  1.4513,   8.79
393,   0.4281,  1.5589,   8.72
394,   0.4530,  1.6486,   9.52
395,   0.4705,  1.7159,   9.68
396,   0.4658,  1.6926,   8.59
397,   0.4577,  1.6478,   9.46
398,   0.4573,  1.6157,   9.42
399,   0.4574,  1.6304,   9.30
400,   0.4549,  1.6406,   9.43
401,   0.4480,  1.5818,   11.62
402,   0.4383,  1.5253,   10.43
403,   0.4396,  1.5180,   8.60
404,   0.4437,  1.5092,   9.93
405,   0.4242,  1.4498,   9.43
406,   0.4563,  1.5637,   53.37
407,   0.4761,  1.5849,   43.30
408,   0.4977,  1.6208,   11.02
409,   0.4902,  1.5612,   9.26
410,   0.4906,  1.5058,   9.41
411,   0.4851,  1.4557,   9.89
412,   0.4964,  1.5003,   9.57
413,   0.5376,  1.5697,   9.05
414,   0.5560,  1.6317,   10.52
415,   0.5739,  1.6617,   9.83
416,   0.5849,  1.7006,   21.10
417,   0.5739,  1.7063,   9.99
418,   0.5555,  1.6724,   10.57
419,   0.5545,  1.6842,   10.31
420,   0.5569,  1.6985,   10.76
421,   0.5635,  1.7164,   25.58
422,   0.5572,  1.6874,   10.47
423,   0.5617,  1.7056,   12.40
424,   0.5670,  1.6699,   9.97
425,   0.5643,  1.7244,   10.90
426,   0.5292,  1.6210,   8.91
427,   0.5605,  1.6901,   9.73
428,   0.5619,  1.6905,   9.42
429,   0.5582,  1.6779,   11.65
430,   0.5470,  1.6814,   12.39
431,   0.4953,  1.4200,   11.27
432,   0.5275,  1.5659,   8.79
433,   0.5522,  1.5781,   9.85
434,   0.5474,  1.5691,   20.19
435,   0.5515,  1.6181,   14.98
436,   0.5428,  1.6287,   14.77
437,   0.5397,  1.6487,   9.84
438,   0.5367,  1.6557,   10.12
439,   0.5561,  1.7576,   13.38
440,   0.5614,  1.7698,   9.67
441,   0.5677,  1.8603,   10.12
442,   0.5613,  1.8690,   19.56
443,   0.5809,  1.9360,   10.78
444,   0.5747,  1.9021,   9.88
445,   0.5676,  1.8802,   10.79
446,   0.5566,  1.8195,   12.87
447,   0.5482,  1.7931,   11.00
448,   0.5318,  1.7495,   11.14
449,   0.5282,  1.7333,   11.52
450,   0.4720,  1.5092,   10.95
451,   0.4711,  1.4887,   12.44
452,   0.4621,  1.4361,   9.89
453,   0.4645,  1.3651,   10.51
454,   0.4192,  1.1750,   9.66
455,   0.4408,  1.2360,   14.52
456,   0.4023,  1.1159,   11.45
457,   0.4434,  1.2991,   10.30
458,   0.4431,  1.2924,   10.28
459,   0.4577,  1.3657,   11.72
460,   0.4337,  1.3358,   35.92
461,   0.4120,  1.2047,   31.56
462,   0.3958,  1.2061,   10.48
463,   0.3680,  1.1235,   8.24
464,   0.3955,  1.0927,   9.90
465,   0.3962,  1.1056,   10.57
466,   0.3949,  1.0633,   10.26
467,   0.3854,  1.0700,   18.62
468,   0.4025,  1.2019,   12.16
469,   0.4022,  1.1624,   11.80
470,   0.3963,  1.1868,   11.22
471,   0.4023,  1.1629,   11.93
472,   0.3804,  1.0299,   12.86
473,   0.3652,  1.0126,   12.26
474,   0.3655,  1.0639,   12.57
475,   0.3658,  1.0644,   11.69
476,   0.3643,  1.1000,   11.36
477,   0.3454,  0.9749,   10.89
478,   0.3269,  0.9360,   16.05
479,   0.3309,  0.9857,   15.44
480,   0.3093,  0.9446,   11.84
481,   0.3080,  0.9635,   11.73
482,   0.2985,  0.9223,   11.96
483,   0.2776,  0.8381,   12.70
484,   0.2428,  0.6762,   12.95
485,   0.2578,  0.7482,   17.21
486,   0.2550,  0.7548,   13.65
487,   0.2580,  0.8144,   12.40
488,   0.2317,  0.6996,   13.93
489,   0.2513,  0.7757,   14.27
490,   0.2527,  0.7841,   13.42
491,   0.2650,  0.7954,   14.92
492,   0.2867,  0.8358,   13.60
493,   0.2702,  0.7472,   13.75
494,   0.2598,  0.7348,   16.36
495,   0.2546,  0.7217,   12.31
496,   0.2533,  0.7409,   16.47
497,   0.2476,  0.6907,   12.08
498,   0.2774,  0.7682,   12.26
499,   0.2839,  0.7454,   12.16
500,   0.3266,  0.9067,   13.34
501,   0.3149,  0.8772,   15.34
502,   0.3256,  0.8954,   16.76
503,   0.3485,  0.9119,   12.02
504,   0.3964,  1.0800,   12.34
505,   0.4025,  1.0935,   19.57
506,   0.4012,  1.0688,   21.27
507,   0.4146,  1.2048,   11.68
508,   0.4135,  1.1941,   15.56
509,   0.4002,  1.1854,   25.67
510,   0.3887,  1.1164,   13.84
511,   0.3872,  1.1223,   20.24
512,   0.3950,  1.1326,   16.12
513,   0.4086,  1.1704,   13.49
514,   0.4137,  1.2008,   47.55
515,   0.4163,  1.2659,   20.00
516,   0.4114,  1.2104,   11.95
517,   0.4100,  1.1919,   14.85
518,   0.3969,  1.1616,   12.54
519,   0.4056,  1.2608,   12.04
520,   0.4059,  1.2257,   15.53
521,   0.3874,  1.1462,   11.87
522,   0.3838,  1.1509,   13.81
523,   0.3605,  1.0951,   12.38
524,   0.3420,  1.0008,   13.91
525,   0.3482,  1.0254,   13.74
526,   0.3491,  1.0040,   12.44
527,   0.3102,  0.9302,   15.29
528,   0.3169,  0.9444,   12.66
529,   0.3147,  0.9500,   51.37
530,   0.3454,  0.9435,   14.52
531,   0.3526,  0.9862,   12.49
532,   0.3366,  0.9342,   12.67
533,   0.3202,  0.8805,   12.76
534,   0.3007,  0.8330,   18.66
535,   0.3078,  0.8063,   14.40
536,   0.2916,  0.8196,   19.34
537,   0.2941,  0.8390,   12.22
538,   0.2991,  0.8729,   13.85
539,   0.2932,  0.9312,   14.67
540,   0.2915,  0.8689,   12.85
541,   0.3137,  0.9470,   13.04
542,   0.3067,  0.9496,   10.31
543,   0.3156,  0.9498,   12.50
544,   0.3096,  0.9311,   13.41
545,   0.2975,  0.8129,   13.49
546,   0.2872,  0.8018,   11.85
547,   0.2972,  0.8005,   16.39
548,   0.2896,  0.7758,   12.93
549,   0.2906,  0.7849,   13.82
550,   0.2845,  0.7875,   12.26
551,   0.2836,  0.8073,   16.97
552,   0.2710,  0.7823,   12.51
553,   0.2724,  0.7885,   11.96
554,   0.2821,  0.8616,   30.48
555,   0.2886,  0.8901,   18.07
556,   0.2833,  0.8713,   12.13
557,   0.2772,  0.8805,   13.90
558,   0.2647,  0.8484,   17.76
559,   0.2918,  0.8630,   12.12
560,   0.2905,  0.8494,   13.05
561,   0.3023,  0.8448,   16.32
562,   0.3032,  0.9019,   15.71
563,   0.3285,  1.0062,   12.97
564,   0.3333,  1.0229,   13.00
565,   0.3436,  0.9563,   16.81
566,   0.3376,  0.9919,   17.91
567,   0.3805,  1.0407,   30.56
568,   0.4013,  1.1241,   28.79
569,   0.3713,  1.0172,   14.10
570,   0.3809,  1.0184,   17.31
571,   0.3808,  1.0373,   13.47
572,   0.3440,  1.0000,   13.25
573,   0.3424,  0.9753,   17.82
574,   0.3491,  0.9604,   17.72
575,   0.3496,  0.9793,   13.68
576,   0.3650,  1.0741,   13.20
577,   0.3475,  1.0768,   14.67
578,   0.3497,  1.0453,   14.19
579,   0.3541,  1.0558,   14.49
580,   0.3624,  1.0767,   14.24
581,   0.3685,  1.0924,   16.39
582,   0.3566,  1.1182,   15.95
583,   0.3698,  1.1633,   17.37
584,   0.3574,  1.1326,   16.11
585,   0.3509,  1.1145,   15.79
586,   0.3461,  1.1031,   15.08
587,   0.3693,  1.2032,   15.91
588,   0.3523,  1.1475,   13.57
589,   0.3506,  1.1371,   15.15
590,   0.3191,  1.0287,   19.80
591,   0.3553,  1.1400,   16.89
592,   0.3652,  1.1267,   16.98
593,   0.3646,  1.1375,   20.41
594,   0.3907,  1.2020,   14.70
595,   0.3765,  1.1782,   55.96
596,   0.3725,  1.1905,   15.69
597,   0.3725,  1.1898,   13.99
598,   0.3884,  1.2317,   13.80
599,   0.4108,  1.3275,   14.89
600,   0.4126,  1.3679,   19.37
601,   0.4158,  1.3665,   14.77
602,   0.3999,  1.3007,   15.33
603,   0.4025,  1.2796,   18.84
604,   0.4022,  1.2635,   15.23
605,   0.4113,  1.2411,   22.44
606,   0.3968,  1.2063,   16.38
607,   0.3959,  1.2141,   15.66
608,   0.3875,  1.2392,   13.86
609,   0.4050,  1.3223,   14.66
610,   0.4001,  1.3404,   22.50
611,   0.3949,  1.3083,   18.31
612,   0.3852,  1.2462,   16.96
613,   0.3889,  1.2673,   15.27
614,   0.3789,  1.2257,   16.47
615,   0.3731,  1.2482,   25.98
616,   0.3715,  1.2188,   17.66
617,   0.3651,  1.1842,   20.58
618,   0.3555,  1.1478,   14.39
619,   0.3748,  1.2010,   15.97
620,   0.3759,  1.2125,   19.29
621,   0.3768,  1.1898,   16.26
622,   0.3854,  1.1999,   15.48
623,   0.3857,  1.2253,   16.87
624,   0.4013,  1.2819,   20.73
625,   0.4088,  1.2768,   15.28
626,   0.3790,  1.1438,   21.15
627,   0.4190,  1.3245,   17.67
628,   0.4156,  1.3652,   20.86
629,   0.4304,  1.4457,   18.50
630,   0.4227,  1.4022,   17.22
631,   0.4010,  1.3094,   17.13
632,   0.3984,  1.3093,   40.05
633,   0.4186,  1.3252,   24.34
634,   0.4209,  1.2943,   15.88
635,   0.4248,  1.2725,   15.73
636,   0.4279,  1.2699,   17.64
637,   0.4236,  1.2482,   15.67
638,   0.4251,  1.2809,   17.08
639,   0.4357,  1.3091,   24.86
640,   0.4349,  1.3114,   15.88
641,   0.4158,  1.2975,   16.45
642,   0.4103,  1.2780,   15.89
643,   0.4195,  1.3281,   18.85
644,   0.4139,  1.2873,   20.43
645,   0.4197,  1.3009,   86.62
646,   0.4438,  1.2810,   50.39
647,   0.4475,  1.3363,   30.54
648,   0.4485,  1.3483,   18.18
649,   0.4422,  1.2886,   20.15
650,   0.4061,  1.1893,   20.35
651,   0.4029,  1.1998,   43.53
652,   0.3876,  1.1803,   18.17
653,   0.3893,  1.1778,   23.79
654,   0.3838,  1.1581,   16.21
655,   0.3796,  1.1354,   17.40
656,   0.3721,  1.1157,   17.55
657,   0.3698,  1.0993,   17.28
658,   0.3666,  1.1783,   16.53
659,   0.3845,  1.1702,   20.57
660,   0.3690,  1.0943,   18.68
661,   0.3600,  1.0480,   16.22
662,   0.3547,  1.0138,   23.54
663,   0.3483,  1.0261,   17.01
664,   0.3586,  1.0478,   21.59
665,   0.3482,  0.9969,   17.11
666,   0.3373,  0.9705,   16.23
667,   0.3328,  0.9523,   16.93
668,   0.3331,  0.9626,   22.20
669,   0.3363,  0.9465,   15.95
670,   0.3302,  0.9636,   18.80
671,   0.3211,  0.9097,   17.79
672,   0.3273,  0.8621,   16.16
673,   0.3380,  0.9814,   17.35
674,   0.3514,  1.0192,   16.84
675,   0.3535,  1.0390,   20.16
676,   0.3633,  1.0548,   17.87
677,   0.3488,  1.0165,   17.48
678,   0.3324,  1.0173,   15.98
679,   0.3307,  1.0173,   16.07
680,   0.3275,  0.9869,   19.22
681,   0.3357,  0.9565,   16.57
682,   0.3695,  1.0407,   16.92
683,   0.3625,  0.9477,   17.00
684,   0.3655,  0.9609,   16.38
685,   0.3687,  0.9749,   25.35
686,   0.3728,  1.0234,   100.86
687,   0.3625,  1.0016,   18.72
688,   0.3616,  1.0122,   22.67
689,   0.3678,  1.0177,   19.52
690,   0.4062,  1.0567,   28.41
691,   0.4186,  1.1165,   24.81
692,   0.4130,  1.1119,   18.48
693,   0.4009,  1.0741,   24.30
694,   0.4120,  1.0963,   18.85
695,   0.4138,  1.1233,   18.61
696,   0.3982,  1.0396,   17.60
697,   0.4108,  1.0189,   17.65
698,   0.4223,  1.0412,   18.14
699,   0.4110,  1.0061,   18.09
700,   0.4029,  1.0051,   26.41
701,   0.4145,  1.0422,   20.19
702,   0.4108,  1.0296,   21.70
703,   0.3940,  1.0041,   19.72
704,   0.3927,  0.9865,   21.63
705,   0.4014,  1.0086,   19.60
706,   0.3911,  0.9908,   23.49
707,   0.3867,  0.9991,   23.41
708,   0.3813,  0.9783,   26.53
709,   0.4012,  1.0388,   29.31
710,   0.4059,  1.0282,   19.45
711,   0.4034,  1.0821,   20.42
712,   0.4055,  1.0819,   62.59
713,   0.4008,  1.0571,   60.14
714,   0.4018,  1.0528,   17.76
715,   0.3936,  1.0224,   20.96
716,   0.3971,  1.0087,   22.00
717,   0.3722,  1.0072,   17.89
718,   0.3766,  0.9978,   17.77
719,   0.3787,  0.9943,   15.54
720,   0.3852,  0.9806,   18.20
721,   0.3956,  0.9779,   18.21
722,   0.4025,  1.0065,   22.17
723,   0.3841,  1.0039,   21.32
724,   0.3807,  1.0652,   20.18
725,   0.3697,  1.0263,   22.61
726,   0.3735,  1.0266,   22.17
727,   0.3588,  0.9592,   20.47
728,   0.3517,  0.9352,   17.63
729,   0.3598,  0.9498,   17.88
730,   0.3570,  0.9335,   22.98
731,   0.3497,  0.8937,   18.78
732,   0.3695,  0.9731,   72.50
733,   0.3688,  0.9425,   20.77
734,   0.3723,  0.9294,   25.64
735,   0.3918,  1.0857,   20.52
736,   0.3858,  1.0941,   26.95
